open_ports_count,has_control_port,has_telemetry_port,has_video_port,has_mavlink,has_unknown_protocol,wifi_security_level,ping_loss,avg_latency_ms,diag_success,label
1,0,1,0,0,1,1,1.2,40.0,1,Normal
3,1,1,0,0,0,2,20.5,104.8,1,Suspicious
4,1,1,0,1,1,1,5.9,36.6,1,Attack
3,1,1,0,1,1,0,1.1,45.3,1,Attack
2,0,1,1,0,1,1,65.6,743.9,0,Attack
3,1,1,1,0,1,1,27.3,124.6,1,Attack
1,0,1,0,0,1,1,6.3,70.5,1,Normal
5,1,1,1,1,0,2,4.7,57.6,1,Suspicious
1,0,1,0,0,0,2,7.8,30.6,1,Normal
5,1,1,1,1,1,2,26.6,127.8,1,Attack
2,1,1,0,0,1,2,3.8,42.6,1,Suspicious
2,1,1,0,0,1,0,6.9,58.1,1,Attack
2,0,1,0,0,0,1,7.2,44.0,1,Normal
2,1,1,0,0,1,2,7.1,59.1,1,Suspicious
1,0,1,0,0,1,2,0.2,52.5,1,Normal
3,1,1,1,1,0,2,5.6,31.5,1,Suspicious
1,1,0,0,1,1,2,7.9,52.1,1,Suspicious
2,1,1,0,1,1,2,31.7,364.3,1,Attack
3,1,0,1,1,0,1,4.1,29.5,1,Attack
1,0,1,0,0,0,2,3.9,28.6,1,Normal
1,0,1,0,0,0,2,7.5,52.1,1,Normal
3,1,1,0,1,0,2,1.7,25.4,1,Suspicious
2,1,1,0,0,1,2,1.3,32.2,1,Suspicious
3,0,1,1,0,1,1,3.0,69.9,1,Suspicious
3,0,1,1,0,0,2,0.7,76.3,1,Normal
3,0,1,1,0,0,2,36.5,751.7,0,Suspicious
2,1,0,1,0,0,0,4.8,59.9,1,Suspicious
2,1,0,1,0,0,2,1.7,55.2,1,Normal
2,1,1,0,1,0,2,37.8,456.8,1,Attack
2,1,1,0,0,0,2,7.3,41.2,1,Normal
1,0,1,0,0,0,1,2.1,37.0,1,Normal
2,0,1,0,0,0,2,0.4,28.2,1,Normal
3,1,1,0,0,0,2,3.0,20.4,1,Normal
4,1,1,1,1,0,2,7.5,65.0,1,Suspicious
2,1,1,0,1,0,2,7.4,41.6,1,Suspicious
2,0,1,0,0,0,2,25.5,165.9,1,Normal
3,1,1,0,1,1,2,2.0,28.2,1,Suspicious
0,0,0,0,0,1,2,2.6,76.6,1,Normal
3,1,1,1,0,0,2,0.6,41.9,1,Suspicious
2,1,1,0,0,0,2,4.7,51.2,1,Normal
3,1,1,0,1,0,2,0.6,24.5,1,Suspicious
2,1,0,1,1,0,1,1.3,47.5,1,Attack
1,1,0,0,1,1,1,5.0,36.8,1,Attack
3,1,1,1,0,1,2,2.0,47.8,1,Suspicious
2,1,1,0,0,0,2,4.3,42.0,1,Normal
5,1,1,1,1,1,2,0.7,75.0,1,Suspicious
2,0,1,1,0,1,1,6.8,22.6,1,Suspicious
1,0,1,0,0,1,2,4.5,77.2,1,Normal
3,1,1,1,0,1,0,5.3,48.6,1,Attack
5,1,1,1,1,1,0,1.2,51.1,1,Attack
4,1,1,1,0,0,2,1.7,45.1,1,Suspicious
1,1,0,0,0,0,2,7.0,20.0,1,Normal
3,1,1,1,1,0,2,3.8,20.5,1,Suspicious
0,0,0,0,0,0,0,6.4,75.3,1,Normal
3,1,1,1,0,0,2,1.2,68.3,1,Suspicious
2,0,1,1,0,1,1,9.0,133.4,1,Suspicious
2,1,1,0,1,1,1,3.4,28.8,1,Attack
1,0,1,0,0,0,2,3.2,36.3,1,Normal
1,1,0,0,1,0,2,19.8,138.3,1,Suspicious
3,1,1,0,0,0,2,6.8,23.0,1,Normal
1,1,0,0,1,0,0,6.6,26.3,1,Attack
1,0,1,0,0,1,1,3.6,53.5,1,Normal
1,0,1,0,0,0,0,2.0,62.8,1,Suspicious
2,1,0,0,0,0,2,6.0,42.9,1,Normal
1,1,0,0,1,0,1,3.1,49.9,1,Suspicious
0,0,0,0,1,0,2,20.9,97.1,1,Normal
3,0,1,1,1,1,1,10.1,139.3,1,Attack
2,0,1,1,0,1,1,17.8,196.3,1,Suspicious
3,1,1,0,0,0,2,18.6,115.0,1,Suspicious
1,0,1,0,1,0,2,1.0,49.0,1,Normal
2,0,1,0,0,1,1,4.6,64.4,1,Normal
3,0,1,1,0,0,1,1.5,54.7,1,Suspicious
1,0,0,1,0,0,2,2.5,33.3,1,Normal
1,0,0,1,1,0,2,3.7,68.4,1,Normal
2,0,1,1,1,0,2,12.9,181.2,1,Suspicious
1,1,0,0,0,0,0,23.2,164.0,1,Attack
0,0,0,0,0,0,2,5.8,62.4,1,Normal
4,1,1,0,1,0,0,4.0,59.2,1,Attack
3,0,1,1,0,0,2,2.0,72.4,1,Normal
1,0,0,1,0,0,2,19.9,115.7,1,Normal
1,1,0,0,0,0,2,62.6,500.9,0,Suspicious
3,1,1,0,0,0,1,6.4,59.3,1,Suspicious
1,0,1,0,0,0,1,5.6,50.5,1,Normal
1,0,0,1,0,1,2,1.5,40.5,1,Normal
2,1,1,0,0,0,2,4.5,28.3,1,Normal
2,0,1,0,0,0,2,3.7,35.3,1,Normal
2,0,1,0,0,0,2,2.5,59.3,1,Normal
2,0,1,1,0,0,2,7.0,37.9,1,Normal
4,1,1,1,0,1,1,5.4,46.9,1,Attack
1,0,1,0,0,0,2,2.0,42.7,1,Normal
1,0,1,0,0,0,2,5.4,75.6,1,Normal
4,0,1,1,0,0,1,1.4,28.4,1,Suspicious
4,1,1,1,1,0,0,2.6,32.1,1,Attack
1,0,0,1,0,1,2,5.7,30.4,1,Normal
1,1,0,0,0,0,1,2.9,47.8,1,Suspicious
4,1,1,1,1,0,2,3.2,44.1,1,Suspicious
0,0,0,0,0,0,1,2.8,25.0,1,Normal
3,1,1,1,1,0,0,6.4,29.0,1,Attack
3,1,1,0,0,0,2,1.1,72.0,1,Normal
2,0,1,0,1,0,2,7.1,74.1,1,Normal
3,1,1,1,0,1,2,20.4,81.9,1,Suspicious
2,0,1,0,1,1,2,1.1,45.8,1,Suspicious
3,1,1,0,0,0,1,3.7,57.4,1,Suspicious
3,1,1,0,1,0,1,6.3,66.3,1,Attack
1,0,1,0,0,0,1,47.1,544.4,0,Suspicious
4,1,1,1,0,0,2,0.1,35.2,1,Suspicious
5,1,1,1,0,0,0,3.9,43.5,1,Attack
1,0,1,0,1,0,2,6.8,42.4,1,Normal
4,1,1,1,0,0,1,4.3,50.5,1,Suspicious
3,1,1,1,0,1,0,3.3,20.7,1,Attack
3,1,1,0,0,0,0,3.8,39.5,1,Suspicious
5,1,1,0,0,0,1,57.0,408.3,0,Attack
1,0,1,0,1,1,2,1.5,35.9,1,Suspicious
4,1,1,0,1,0,1,4.1,21.8,1,Attack
0,0,0,0,1,0,1,2.5,45.0,1,Suspicious
2,0,1,1,0,1,2,32.7,571.6,0,Attack
0,0,0,0,1,0,1,1.5,25.8,1,Suspicious
2,0,1,1,0,0,2,5.5,35.1,1,Normal
2,1,0,1,1,0,2,65.7,626.6,0,Attack
2,1,1,0,1,0,0,23.6,120.2,1,Attack
3,0,1,0,0,1,2,23.2,132.8,1,Suspicious
4,0,1,1,1,0,2,4.3,28.4,1,Suspicious
1,1,0,0,1,1,2,6.9,74.0,1,Suspicious
0,0,0,0,1,0,2,1.0,50.6,1,Normal
2,1,0,1,0,0,2,4.0,79.4,1,Normal
3,1,1,0,0,0,0,7.0,76.8,1,Suspicious
2,1,0,1,0,1,2,4.7,79.2,1,Suspicious
4,1,1,1,0,0,2,76.6,670.1,0,Attack
1,1,0,0,0,0,2,0.3,55.6,1,Normal
1,0,1,0,1,0,1,6.1,32.7,1,Suspicious
4,1,1,0,0,0,0,7.9,57.4,1,Suspicious
3,1,1,0,0,1,2,1.7,52.3,1,Suspicious
1,0,1,0,0,1,1,7.1,73.3,1,Normal
1,0,0,1,0,0,2,70.1,776.1,0,Suspicious
3,1,1,1,1,0,1,3.5,49.3,1,Attack
2,1,1,0,0,0,1,5.8,68.9,1,Suspicious
2,0,1,1,0,1,2,5.4,41.7,1,Normal
2,1,1,0,1,1,2,3.0,20.1,1,Suspicious
2,1,1,0,0,0,1,4.1,69.4,1,Suspicious
1,1,0,0,0,0,2,4.0,77.9,1,Normal
0,0,0,0,0,0,2,7.5,48.6,1,Normal
2,0,1,1,1,0,2,7.4,50.1,1,Suspicious
3,1,0,0,1,0,2,71.5,787.5,0,Attack
1,1,0,0,1,0,2,15.1,178.4,1,Suspicious
1,1,0,0,0,1,2,7.6,31.2,1,Normal
2,0,1,1,1,1,2,2.5,50.0,1,Suspicious
2,1,1,0,0,0,2,37.7,408.5,1,Suspicious
5,1,1,1,1,0,2,2.0,69.4,1,Suspicious
4,1,1,0,0,0,2,4.3,26.5,1,Normal
3,0,1,1,0,1,1,6.7,43.0,1,Suspicious
3,1,1,1,0,0,1,19.1,175.5,1,Attack
3,0,1,1,1,0,1,3.9,63.2,1,Suspicious
1,1,0,0,1,0,0,6.9,53.6,1,Attack
2,0,1,0,1,0,0,61.4,796.4,0,Attack
2,0,1,0,1,0,1,5.0,60.3,1,Suspicious
3,1,1,0,1,0,2,1.4,40.7,1,Suspicious
4,1,1,1,1,0,1,4.6,27.0,1,Attack
2,0,1,1,1,0,1,1.2,58.2,1,Suspicious
2,1,1,0,0,0,1,0.6,30.7,1,Suspicious
4,1,1,1,0,0,2,3.2,55.1,1,Suspicious
2,1,1,0,0,0,1,1.9,27.0,1,Suspicious
3,0,1,1,0,0,0,27.7,175.0,1,Suspicious
1,0,1,0,0,0,1,0.2,38.4,1,Normal
4,1,0,1,1,0,1,3.4,74.1,1,Attack
1,0,1,0,0,0,2,5.3,32.9,1,Normal
2,0,1,0,1,0,2,27.0,102.1,1,Suspicious
1,0,1,0,1,0,1,6.5,30.3,1,Suspicious
5,1,1,1,1,1,2,5.8,41.5,1,Suspicious
4,1,1,1,0,1,0,3.1,60.3,1,Attack
2,1,1,0,0,0,1,4.4,26.1,1,Suspicious
3,0,1,1,1,0,2,12.3,148.5,1,Suspicious
4,1,1,1,0,0,2,24.8,95.9,1,Suspicious
4,1,1,1,0,0,2,78.9,273.3,0,Attack
2,1,0,0,1,1,2,3.2,63.3,1,Suspicious
2,0,1,0,0,0,2,2.3,52.4,1,Normal
1,0,1,0,0,0,1,5.9,35.6,1,Normal
3,1,1,0,1,0,2,1.7,23.1,1,Suspicious
2,1,1,0,0,1,2,7.9,76.6,1,Suspicious
3,1,0,0,1,0,2,7.3,58.8,1,Suspicious
4,1,1,1,0,0,2,48.7,609.8,0,Attack
2,0,1,1,0,1,2,0.1,75.2,1,Normal
2,0,1,1,0,0,1,4.5,62.9,1,Suspicious
4,1,1,1,1,0,2,0.9,59.8,1,Suspicious
3,0,1,1,0,0,1,5.5,42.4,1,Suspicious
2,1,0,1,0,0,2,5.8,38.2,1,Normal
4,1,1,0,0,0,2,1.0,57.1,1,Normal
1,0,1,0,0,0,0,8.0,27.2,1,Suspicious
5,1,1,0,0,0,2,4.4,54.8,1,Normal
4,1,1,1,1,1,1,11.3,145.4,1,Attack
2,0,1,1,0,0,0,3.9,61.6,1,Suspicious
0,0,0,0,1,0,2,5.4,52.6,1,Normal
2,1,1,0,0,0,2,29.9,184.1,1,Suspicious
0,0,0,0,0,0,2,17.2,81.6,1,Normal
5,1,1,1,0,0,2,2.1,73.6,1,Suspicious
1,0,1,0,1,1,2,2.6,57.4,1,Suspicious
2,1,0,1,0,0,2,5.0,61.8,1,Normal
3,1,1,0,0,0,0,25.5,189.8,1,Attack
2,1,1,0,0,0,1,5.0,64.6,1,Suspicious
3,1,1,0,0,0,2,44.3,722.5,0,Attack
5,1,1,1,1,1,1,6.9,25.8,1,Attack
1,1,0,0,1,0,2,2.5,56.5,1,Suspicious
3,0,1,1,0,0,2,3.6,79.1,1,Normal
4,1,1,1,1,0,2,1.7,24.9,1,Suspicious
1,1,0,0,1,0,2,3.6,31.6,1,Suspicious
3,1,1,0,0,0,1,4.7,47.8,1,Suspicious
4,1,1,1,0,0,0,26.1,139.1,1,Attack
1,0,1,0,1,0,2,1.0,46.3,1,Normal
3,0,1,1,0,0,2,3.9,29.5,1,Normal
2,0,1,1,0,1,2,7.1,64.1,1,Normal
0,0,0,0,0,0,1,46.7,310.4,0,Suspicious
3,1,1,0,1,0,0,6.3,40.6,1,Attack
4,1,1,1,1,0,2,64.5,727.4,0,Attack
1,0,1,0,0,0,2,7.0,40.1,1,Normal
3,1,1,0,0,1,2,2.9,76.9,1,Suspicious
5,1,1,0,0,0,2,30.8,456.6,1,Suspicious
3,1,1,0,1,1,1,4.0,56.9,1,Attack
2,1,0,1,0,0,2,7.5,29.3,1,Normal
2,1,0,0,1,1,2,3.0,61.1,1,Suspicious
3,1,1,0,0,0,1,7.0,75.8,1,Suspicious
1,1,0,0,1,0,2,3.4,67.4,1,Suspicious
1,0,1,0,1,1,1,4.4,50.3,1,Suspicious
0,0,0,0,1,0,2,2.9,64.9,1,Normal
3,1,1,1,1,0,2,1.2,77.0,1,Suspicious
2,1,1,0,0,0,2,1.6,45.3,1,Normal
1,0,0,1,1,0,2,20.7,166.4,1,Suspicious
2,1,0,1,1,0,1,4.3,48.7,1,Attack
0,0,0,0,0,0,0,1.0,65.4,1,Normal
3,1,1,1,1,1,0,1.2,69.1,1,Attack
4,1,1,1,1,0,2,4.6,25.1,1,Suspicious
4,1,1,0,0,0,2,2.7,24.5,1,Normal
1,0,1,0,1,0,0,7.3,58.4,1,Suspicious
1,1,0,0,1,0,1,4.8,33.4,1,Suspicious
2,1,0,1,0,0,1,1.0,29.7,1,Suspicious
2,1,0,0,1,1,1,48.4,322.0,0,Attack
2,1,0,0,1,0,1,44.4,326.5,0,Attack
2,1,0,1,0,0,0,1.5,23.0,1,Suspicious
4,1,1,1,1,0,2,5.6,75.0,1,Suspicious
3,1,1,0,0,1,1,77.6,629.9,0,Attack
2,1,1,0,0,1,0,1.6,48.7,1,Attack
2,1,1,0,0,1,1,3.7,78.3,1,Suspicious
3,1,1,1,0,1,2,5.0,35.5,1,Suspicious
3,1,0,1,1,0,2,0.0,74.4,1,Suspicious
1,0,0,1,0,0,2,0.8,44.9,1,Normal
2,0,1,0,0,0,2,1.9,63.0,1,Normal
2,1,1,0,1,0,2,3.1,51.9,1,Suspicious
3,1,1,1,1,0,2,21.8,177.8,1,Attack
4,1,1,1,0,0,0,1.5,26.4,1,Attack
4,1,1,1,1,0,1,45.2,540.3,0,Attack
0,0,0,0,0,0,0,0.3,39.7,1,Normal
2,1,1,0,1,0,2,0.7,33.7,1,Suspicious
2,0,1,0,0,0,0,57.6,552.9,0,Attack
1,0,1,0,0,1,2,1.9,21.4,1,Normal
2,1,0,0,0,0,2,6.5,46.5,1,Normal
1,1,0,0,0,0,2,7.8,35.4,1,Normal
1,0,1,0,1,0,0,56.8,331.4,0,Attack
2,1,1,0,1,1,2,3.1,39.4,1,Suspicious
2,0,1,1,0,1,2,15.8,109.2,1,Suspicious
3,0,1,1,0,0,1,0.4,77.1,1,Suspicious
4,1,1,1,0,1,2,7.4,43.3,1,Suspicious
0,0,0,0,0,0,0,13.5,104.4,1,Suspicious
4,1,1,1,0,1,1,1.2,75.5,1,Attack
1,0,0,1,1,0,1,18.1,148.9,1,Suspicious
3,1,1,0,0,0,1,5.8,56.4,1,Suspicious
1,0,1,0,0,0,2,5.0,65.4,1,Normal
2,0,1,0,1,0,2,0.3,70.1,1,Normal
1,0,1,0,0,0,2,3.7,80.0,1,Normal
1,0,1,0,0,0,0,6.7,26.7,1,Suspicious
2,0,1,1,0,0,0,17.8,140.7,1,Suspicious
3,1,1,0,0,1,1,1.3,57.4,1,Suspicious
2,1,0,1,0,0,1,7.4,34.5,1,Suspicious
2,1,1,0,1,0,1,0.9,68.9,1,Attack
4,1,1,0,0,0,2,0.1,35.5,1,Normal
2,0,1,0,0,0,2,1.0,51.3,1,Normal
2,1,1,0,1,0,2,4.6,45.0,1,Suspicious
2,0,1,1,0,0,0,6.6,67.4,1,Suspicious
1,0,1,0,0,1,1,6.8,25.4,1,Normal
2,1,0,0,1,1,2,1.3,38.7,1,Suspicious
2,0,1,0,0,0,2,7.4,66.3,1,Normal
3,1,1,0,1,0,0,7.5,78.0,1,Attack
2,0,1,1,0,0,1,0.8,42.0,1,Suspicious
5,1,1,1,1,0,2,0.2,75.2,1,Suspicious
0,0,0,0,0,0,1,4.8,65.8,1,Normal
1,1,0,0,1,0,2,4.8,45.7,1,Suspicious
1,1,0,0,0,0,1,13.8,114.9,1,Suspicious
3,1,1,0,1,0,1,9.1,147.7,1,Attack
3,1,1,1,1,0,1,4.0,51.5,1,Attack
1,0,1,0,1,1,2,6.3,35.7,1,Suspicious
3,1,0,1,0,0,2,0.7,57.2,1,Normal
5,1,1,1,0,0,1,5.0,40.4,1,Suspicious
3,1,1,0,1,0,2,3.6,42.7,1,Suspicious
3,1,1,0,0,0,2,4.3,44.1,1,Normal
2,1,1,0,1,0,2,45.1,240.0,0,Attack
2,1,1,0,0,0,2,3.3,49.5,1,Normal
2,0,1,0,0,0,2,1.4,66.3,1,Normal
2,1,0,1,1,0,1,5.5,56.8,1,Attack
1,0,1,0,1,0,2,2.9,72.6,1,Normal
3,1,1,0,0,0,2,45.9,692.2,0,Attack
1,1,0,0,0,0,2,2.9,40.5,1,Normal
2,0,1,0,0,0,2,5.8,53.3,1,Normal
3,1,1,0,1,0,0,6.7,30.3,1,Attack
6,1,1,0,1,0,1,45.0,618.5,0,Attack
2,1,1,0,1,1,1,4.5,24.3,1,Attack
4,1,1,1,1,0,2,7.1,43.6,1,Suspicious
0,0,0,0,0,0,2,3.7,52.3,1,Normal
3,1,1,0,1,0,2,0.2,45.2,1,Suspicious
3,1,1,0,0,1,2,4.8,47.7,1,Suspicious
3,1,1,0,0,1,2,6.5,50.5,1,Suspicious
3,1,1,0,0,0,2,5.5,32.2,1,Normal
4,1,1,1,0,1,2,31.2,522.2,0,Attack
2,0,1,0,0,0,1,20.5,118.6,1,Suspicious
0,0,0,0,0,0,2,8.8,115.0,1,Normal
4,1,1,1,0,0,2,6.3,62.9,1,Suspicious
2,1,1,0,1,0,1,2.2,38.1,1,Attack
2,0,1,1,1,0,2,3.8,79.5,1,Suspicious
3,1,1,0,1,1,2,66.8,467.5,0,Attack
1,0,1,0,1,0,2,4.7,63.3,1,Normal
3,1,1,1,1,0,0,0.3,44.7,1,Attack
2,1,1,0,0,0,2,8.0,22.8,1,Normal
0,0,0,0,1,1,2,66.8,246.2,0,Suspicious
2,1,1,0,0,1,2,6.9,55.3,1,Suspicious
1,0,1,0,0,0,1,3.1,28.9,1,Normal
3,1,1,0,0,0,2,5.8,63.5,1,Normal
2,0,1,1,0,0,2,3.9,64.3,1,Normal
3,1,1,1,0,1,1,7.2,22.7,1,Attack
3,0,1,0,1,1,2,5.3,41.5,1,Suspicious
3,1,1,1,0,0,1,2.0,43.5,1,Suspicious
1,0,1,0,0,1,1,3.6,59.3,1,Normal
2,1,1,0,0,0,2,0.0,45.7,1,Normal
3,1,1,0,1,0,2,2.4,35.1,1,Suspicious
3,1,1,0,1,1,2,17.2,120.6,1,Suspicious
3,1,1,0,0,1,1,27.0,187.4,1,Attack
2,1,1,0,0,0,1,0.1,60.1,1,Suspicious
3,0,1,1,0,0,2,2.6,66.6,1,Normal
0,0,0,0,0,0,2,0.5,72.1,1,Normal
4,1,1,1,0,0,1,0.6,39.2,1,Suspicious
0,0,0,0,0,0,2,6.8,66.8,1,Normal
3,1,1,0,0,1,1,0.6,54.0,1,Suspicious
3,1,1,0,0,0,2,0.0,57.4,1,Normal
1,1,0,0,1,0,2,5.1,33.4,1,Suspicious
2,0,1,1,0,0,2,6.3,23.9,1,Normal
4,1,1,0,0,0,1,7.9,42.2,1,Suspicious
1,0,1,0,0,0,2,0.9,64.5,1,Normal
0,0,0,0,0,0,2,5.2,38.3,1,Normal
2,1,0,1,0,0,0,47.8,565.9,0,Attack
2,1,0,1,0,1,2,1.5,24.3,1,Suspicious
2,1,1,0,0,0,2,5.5,22.8,1,Normal
3,1,1,0,0,0,2,0.7,21.3,1,Normal
2,0,1,0,0,1,2,0.4,26.6,1,Normal
4,1,1,1,0,0,2,2.7,42.8,1,Suspicious
2,0,1,0,0,0,0,6.0,63.4,1,Suspicious
2,1,1,0,0,0,2,1.5,72.2,1,Normal
1,0,1,0,0,0,0,3.7,31.8,1,Suspicious
1,1,0,0,1,0,1,29.1,136.4,1,Attack
1,1,0,0,0,0,2,23.4,148.2,1,Normal
5,1,1,1,0,0,1,7.3,26.1,1,Suspicious
2,0,1,1,0,1,1,7.2,33.8,1,Suspicious
2,1,1,0,1,0,2,7.0,33.5,1,Suspicious
4,1,1,1,1,0,2,20.1,192.1,1,Attack
1,0,1,0,1,0,0,6.9,65.8,1,Suspicious
3,1,1,0,0,0,2,1.5,46.2,1,Normal
3,1,1,1,0,1,1,6.9,56.2,1,Attack
1,1,0,0,1,0,0,2.2,79.8,1,Attack
3,1,0,0,0,1,1,1.2,74.9,1,Suspicious
1,0,1,0,0,0,2,1.3,38.8,1,Normal
4,1,1,1,1,0,1,13.4,160.1,1,Attack
3,1,1,1,0,0,1,4.4,64.2,1,Suspicious
0,0,0,0,0,1,2,2.6,49.0,1,Normal
1,0,1,0,0,0,2,3.1,61.9,1,Normal
1,0,1,0,1,0,2,0.5,63.7,1,Normal
3,0,1,1,1,0,2,3.6,74.1,1,Suspicious
2,1,1,0,1,1,0,5.6,30.7,1,Attack
2,1,1,0,1,0,2,6.1,34.3,1,Suspicious
2,1,1,0,0,1,2,4.7,76.0,1,Suspicious
2,1,1,0,1,0,2,67.2,713.3,0,Attack
4,1,1,1,0,1,1,68.5,352.7,0,Attack
2,1,1,0,1,0,2,1.8,34.0,1,Suspicious
1,1,0,0,1,0,2,3.7,64.1,1,Suspicious
2,1,1,0,0,0,0,2.5,26.8,1,Suspicious
3,1,1,0,1,0,2,73.5,602.8,0,Attack
3,1,1,0,0,0,0,2.9,41.0,1,Suspicious
1,1,0,0,0,1,1,7.7,57.0,1,Suspicious
3,0,1,1,1,0,2,2.8,52.0,1,Suspicious
0,0,0,0,0,0,2,7.4,52.0,1,Normal
0,0,0,0,0,1,2,60.7,301.6,0,Suspicious
2,0,1,1,0,1,2,12.3,178.6,1,Suspicious
2,1,1,0,0,1,2,0.8,78.4,1,Suspicious
2,1,0,1,0,0,1,1.8,22.2,1,Suspicious
3,1,1,1,0,0,2,3.7,40.4,1,Suspicious
2,1,0,1,0,0,1,4.7,38.9,1,Suspicious
5,1,1,0,1,0,2,6.4,63.2,1,Suspicious
4,1,1,1,0,0,0,6.2,62.3,1,Attack
3,1,1,1,1,0,2,1.5,50.6,1,Suspicious
2,1,1,0,1,0,2,3.0,49.8,1,Suspicious
4,1,1,0,1,0,2,3.5,70.9,1,Suspicious
2,1,1,0,1,1,2,1.7,52.5,1,Suspicious
0,0,0,0,0,0,1,2.1,54.9,1,Normal
3,1,1,0,0,0,2,0.0,36.4,1,Normal
4,1,1,1,0,0,2,6.3,22.4,1,Suspicious
3,0,1,1,0,0,2,7.0,65.7,1,Normal
3,1,1,0,0,1,1,9.1,153.1,1,Suspicious
3,1,1,1,0,0,2,3.3,77.5,1,Suspicious
3,1,1,0,1,0,1,51.8,630.9,0,Attack
3,1,1,0,0,0,2,35.2,624.1,0,Attack
1,0,1,0,0,1,2,6.7,75.1,1,Normal
3,1,1,1,0,1,1,8.0,77.4,1,Attack
3,1,1,1,0,1,0,2.3,54.8,1,Attack
5,1,1,1,1,0,1,10.8,124.2,1,Attack
2,0,1,0,0,0,2,8.8,119.5,1,Normal
2,1,0,0,0,0,2,5.7,69.6,1,Normal
1,0,1,0,0,1,1,60.3,772.3,0,Attack
3,1,1,1,0,0,0,2.5,38.9,1,Attack
3,1,1,0,1,0,0,6.4,46.5,1,Attack
1,1,0,0,0,1,0,3.1,56.8,1,Suspicious
0,0,0,0,0,0,2,0.7,32.3,1,Normal
4,1,1,1,0,0,1,2.2,59.3,1,Suspicious
1,0,1,0,1,0,2,4.4,53.9,1,Normal
2,1,0,0,0,0,2,5.5,41.8,1,Normal
1,1,0,0,1,1,2,5.3,68.2,1,Suspicious
1,1,0,0,1,0,1,3.2,59.3,1,Suspicious
2,1,0,1,1,1,0,7.4,58.8,1,Attack
4,1,1,1,1,0,2,58.5,697.7,0,Attack
4,1,1,1,1,0,2,0.5,65.4,1,Suspicious
1,0,1,0,0,1,2,4.9,63.8,1,Normal
2,1,0,1,0,0,2,16.6,146.8,1,Suspicious
2,0,1,1,0,1,2,2.1,30.6,1,Normal
1,1,0,0,1,0,2,1.6,28.2,1,Suspicious
3,1,1,1,0,0,2,2.4,48.0,1,Suspicious
0,0,0,0,1,1,1,6.4,25.9,1,Suspicious
2,1,1,0,0,0,2,1.1,34.1,1,Normal
3,1,1,0,0,1,2,5.2,46.5,1,Suspicious
3,1,1,0,1,0,2,3.0,77.7,1,Suspicious
1,1,0,0,1,1,2,22.1,136.4,1,Suspicious
1,0,1,0,1,0,0,3.0,44.6,1,Suspicious
3,1,1,0,0,0,1,0.5,47.8,1,Suspicious
4,1,1,1,1,0,0,14.4,138.9,1,Attack
2,1,1,0,0,1,0,57.3,280.3,0,Attack
2,1,1,0,1,0,2,3.4,25.2,1,Suspicious
2,0,1,1,0,0,1,7.0,37.0,1,Suspicious
3,0,1,1,0,1,0,4.5,72.8,1,Suspicious
2,1,1,0,0,0,2,6.6,37.0,1,Normal
2,0,1,0,0,0,2,5.2,33.6,1,Normal
3,0,1,0,0,0,2,1.0,40.4,1,Normal
4,1,1,1,1,1,2,3.3,33.9,1,Suspicious
3,1,1,0,0,0,1,1.1,75.8,1,Suspicious
0,0,0,0,1,0,2,3.1,60.9,1,Normal
2,0,1,1,0,0,2,13.1,127.7,1,Normal
2,0,1,1,0,1,1,7.3,28.1,1,Suspicious
3,1,1,1,0,0,2,5.9,46.0,1,Suspicious
3,0,1,1,1,0,0,2.8,46.2,1,Suspicious
4,1,1,1,0,1,2,5.9,54.6,1,Suspicious
2,0,1,1,0,0,2,60.0,685.8,0,Suspicious
4,1,1,1,0,0,2,1.8,62.3,1,Suspicious
2,1,1,0,0,0,0,4.2,38.6,1,Suspicious
3,1,1,1,0,0,2,7.3,50.5,1,Suspicious
2,0,1,0,1,0,0,8.0,66.6,1,Suspicious
1,1,0,0,0,0,1,6.6,75.0,1,Suspicious
3,1,1,1,0,1,1,0.9,28.5,1,Attack
3,1,1,1,1,0,2,3.4,54.5,1,Suspicious
3,1,1,1,1,0,1,0.7,38.4,1,Attack
1,0,1,0,0,0,2,74.0,428.7,0,Suspicious
2,0,1,0,1,1,2,7.1,75.3,1,Suspicious
4,1,1,1,0,0,2,0.9,74.8,1,Suspicious
1,0,1,0,0,1,2,1.4,54.5,1,Normal
3,1,1,0,0,0,2,13.6,161.2,1,Suspicious
4,1,1,1,0,0,0,5.9,68.5,1,Attack
4,1,1,1,0,0,2,5.0,21.8,1,Suspicious
3,0,1,1,0,0,2,2.9,54.7,1,Normal
2,1,0,1,0,0,0,2.8,67.4,1,Suspicious
0,0,0,0,0,0,1,7.1,45.4,1,Normal
2,0,1,0,0,1,2,0.6,62.9,1,Normal
4,1,1,0,1,0,2,5.0,78.7,1,Suspicious
0,0,0,0,0,0,2,7.1,40.1,1,Normal
1,0,0,1,0,0,2,0.1,68.6,1,Normal
1,0,0,1,1,0,1,7.5,75.7,1,Suspicious
2,1,0,1,1,0,1,4.5,42.6,1,Attack
4,1,1,1,0,0,0,4.1,34.1,1,Attack
5,1,1,1,1,0,1,7.4,64.2,1,Attack
2,1,1,0,0,0,1,61.2,532.0,0,Attack
2,1,1,0,1,0,0,18.6,87.9,1,Attack
1,0,0,1,0,0,2,4.9,37.7,1,Normal
3,0,1,1,0,0,2,7.3,46.2,1,Normal
